Climatelab code,Lat,Long,Start,End,Equipment,Type,Shelter
872-1-MX-3,-25.3139,131.7571,10 May 2003,21 Jun 2014,MiG (Max),Dobbie (M1340),
872-2-MX-0,-25.31387,131.75713,21 Jun 2014,Unclear,MiG (Max),Dobbie (M1340),
872-1-MX-0,-25.3139,131.7571,18 Dec 2006,21 Jun 2014,MiG (Max),Dobbie (17410),
872-2-MX-0,-25.31387,131.75713,21 Jun 2014,Unclear,MiG (Max),Dobbie (17410),
872-1-MX-0,-25.3139,131.7571,22 Dec 2006,14 Jun 2010,MiG (Max),Unknown (CBM4957),
872-1-MX-1,-25.3139,131.7571,14 Jun 2010,15 Jul 2012,MiG (Max),Dobbie (19077),
872-1-MX-2,-25.3139,131.7571,15 Jul 2012,21 Jun 2014,MiG (Max),WIKA (31336),
872-2-MX-0,-25.31387,131.75713,21 Jun 2014,Unclear,MiG (Max),WIKA (31336),
872-2-MX-1,-25.31387,131.75713,05 Mar 2016,Still active*,MiG (Max),Unknown (CBM4957),

872-1-DX-0,-25.3139,131.7571,01 May 1964,21 Jun 2014,DB: MiG,Dobbie (CBM1316),
872-2-DX-0,-25.31387,131.75713,21 Jun 2014,Unclear,DB: MiG,Dobbie (CBM1316),
872-1-DX-0,-25.3139,131.7571,04 May 2001,26 Jul 2012,DB: MiG,Dobbie (12504),

015525: Barrow Creek,-21.5317,133.8901,Apr 1945,Apr 1988
NO METADATA AVAILABLE

015526: Finke Post Office,-25.5833,134.5667,Sep 1938,Sep 1980
872-3-AX-0,-25.5833,134.5667,01 Apr 1948,31 Dec 1980,AiG (Min),Unknown (Unknown),

872-3-MX-0,-25.5833,134.5667,01 Apr 1948,31 Dec 1980,MiG (Max),Unknown (Unknown),

872-3-DX-0,-25.5833,134.5667,01 Apr 1948,31 Dec 1980,DB: MiG,Unknown (Unknown),

015527: Ayers Rock,-25.3400,131.0583,Aug 1967,Jun 1983
872-4-AX-0,-25.34,131.0583,18 Jul 1967,21 Jun 1983,AiG (Min),Unknown (Unknown),

872-4-MX-0,-25.34,131.0583,18 Jul 1967,21 Jun 1983,MiG (Max),Unknown (Unknown),

872-4-DX-0,-25.34,131.0583,18 Jul 1967,21 Jun 1983,DB: MiG,Unknown (Unknown),

015528: Yuendumu,-22.2565,131.8011,Jan 1965,May 2019
872-5-AX-0,-22.2562,131.8017,21 May 1964,18 Sep 2000,AiG (Min),Dobbie (19280),
872-5-AX-1,-22.2562,131.8017,18 Sep 2000,02 Aug 2015,AiG (Min),Dobbie (19264),
872-6-AX-0,-22.256511,131.80107,02 Aug 2015,Unclear,AiG (Min),Dobbie (19264),
872-5-AX-0,-22.2562,131.8017,10 Nov 2000,10 Nov 2000,AiG (Min),Dobbie (19637),
872-5-AX-1,-22.2562,131.8017,10 Nov 2000,16 May 2002,AiG (Min),Dobbie (20431),
872-5-AX-2,-22.2562,131.8017,16 May 2002,16 May 2003,AiG (Min),Dobbie (22163),
872-5-AX-3,-22.2562,131.8017,16 May 2003,08 Apr 2004,AiG (Min),Dobbie (22187),
872-5-AX-4,-22.2562,131.8017,09 Apr 2004,02 Aug 2015,AiG (Min),Dobbie (22187),
872-6-AX-0,-22.256511,131.80107,02 Aug 2015,Unclear,AiG (Min),Dobbie (22187),
872-5-AX-0,-22.2562,131.8017,20 May 2004,11 May 2005,AiG (Min),Dobbie (23363),
872-5-AX-1,-22.2562,131.8017,12 May 2005,26 Jul 2012,AiG (Min),Dobbie (23363),
872-5-AX-2,-22.2562,131.8017,05 May 2006,24 Apr 2008,AiG (Min),Dobbie (22161),
872-5-AX-3,-22.2562,131.8017,23 Apr 2008,02 Aug 2015,AiG (Min),Dobbie (20657),
872-6-AX-0,-22.256511,131.80107,02 Aug 2015,Unclear,AiG (Min),Dobbie (20657),

872-5-MX-0,-22.2562,131.8017,21 May 1964,13 Jun 2002,MiG (Max),Dobbie (17141),
872-5-MX-1,-22.2562,131.8017,10 May 2001,02 Aug 2015,MiG (Max),Dobbie (17178),
872-6-MX-0,-22.256511,131.80107,02 Aug 2015,Unclear,MiG (Max),Dobbie (17178),
872-5-MX-0,-22.2562,131.8017,13 Jun 2002,16 May 2003,MiG (Max),Dobbie (18813),
872-5-MX-1,-22.2562,131.8017,16 May 2003,04 May 2006,MiG (Max),Dobbie (17141),
872-5-MX-2,-22.2562,131.8017,05 May 2006,05 May 2006,MiG (Max),Dobbie (23476),
872-5-MX-3,-22.2562,131.8017,05 May 2006,02 Aug 2015,MiG (Max),Dobbie (17141),
872-6-MX-0,-22.256511,131.80107,02 Aug 2015,Unclear,MiG (Max),Dobbie (17141),
872-5-MX-0,-22.2562,131.8017,10 Sep 2007,02 Aug 2015,MiG (Max),Dobbie (23476),
872-6-MX-0,-22.256511,131.80107,02 Aug 2015,Unclear,MiG (Max),Dobbie (23476),
872-5-MX-0,-22.2562,131.8017,24 Apr 2008,26 Jul 2012,MiG (Max),Dobbie (M2441),
872-5-MX-1,-22.2562,131.8017,19 Jun 2013,03 Jul 2013,MiG (Max),WIKA (32163),
872-5-MX-2,-22.2562,131.8017,03 Jul 2013,14 Jul 2014,MiG (Max),Unknown (30199),
872-5-MX-3,-22.2562,131.8017,14 Jul 2014,02 Aug 2015,MiG (Max),WIKA (30327),
872-6-MX-0,-22.256511,131.80107,02 Aug 2015,20 Sep 2015,MiG (Max),Dobbie (M0554),
872-6-MX-1,-22.256511,131.80107,20 Sep 2015,06 Oct 2016,MiG (Max),WIKA (31343),
872-6-MX-2,-22.256511,131.80107,06 Oct 2016,16 Apr 2019,MiG (Max),Dobbie (M6438),
872-6-MX-3,-22.256511,131.80107,16 Apr 2019,Still active*,MiG (Max),WIKA (32856),

872-5-DX-0,-22.2562,131.8017,23 Aug 1998,02 Aug 2015,DB: MiG,Dobbie (12911),
872-6-DX-0,-22.256511,131.80107,02 Aug 2015,Unclear,DB: MiG,Dobbie (12911),
872-5-DX-0,-22.2562,131.8017,10 May 2001,26 Jul 2012,DB: MiG,Dobbie (CBM941),

015540: Alice Springs Post Office,-23.7100,133.8683,Mar 1878,Dec 1953
NO METADATA AVAILABLE

015546: Ringwood,-23.8287,134.9556,Jan 1965,Aug 1981
873-0-AX-0,-23.8289,134.9555,08 May 1964,02 Nov 1981,AiG (Min),Unknown (Unknown),

873-0-MX-0,-23.8289,134.9555,08 May 1964,02 Nov 1981,MiG (Max),Unknown (Unknown),

873-0-DX-0,-23.8289,134.9555,08 May 1964,02 Nov 1981,DB: MiG,Unknown (Unknown),

015548: Rabbit Flat,-20.1883,130.0161,Aug 1969,Nov 1998
852-26-AX-0,-20.1883,130.0161,16 Aug 1969,01 Dec 1969,AiG (Min),Dobbie (6682),
852-26-AX-1,-20.1883,130.0161,01 Dec 1969,01 Jun 1972,AiG (Min),Dobbie (6505),
852-26-AX-2,-20.1883,130.0161,01 Jun 1972,24 Jan 1979,AiG (Min),Dobbie (074),
852-26-AX-3,-20.1883,130.0161,24 Jan 1979,03 Apr 1992,AiG (Min),Dobbie (3386),
852-26-AX-4,-20.1883,130.0161,03 Apr 1992,01 Dec 1998,AiG (Min),Dobbie (M3416),

852-26-MX-0,-20.1883,130.0161,16 Aug 1969,01 Jun 1972,MiG (Max),Dobbie (7132),
852-26-MX-1,-20.1883,130.0161,01 Jun 1972,17 Nov 1972,MiG (Max),Dobbie (045),
852-26-MX-2,-20.1883,130.0161,17 Nov 1972,13 Aug 1988,MiG (Max),Dobbie (1352),
852-26-MX-3,-20.1883,130.0161,13 Aug 1988,03 Apr 1992,MiG (Max),Dobbie (4618),
852-26-MX-4,-20.1883,130.0161,03 Apr 1992,01 Dec 1998,MiG (Max),Dobbie (M409),

852-26-TX-0,-20.1883,130.0161,16 Aug 1969,31 Dec 1986,Thermograph,Daily (27),

852-26-DX-0,-20.1883,130.0161,16 Aug 1969,01 Oct 1969,DB: MiG,Dobbie (1587),
852-26-DX-1,-20.1883,130.0161,01 Oct 1969,01 Jun 1972,DB: MiG,Dobbie (1541),
852-26-DX-2,-20.1883,130.0161,01 Jun 1972,01 Dec 1998,DB: MiG,Dobbie (1127),

015557: Tempe Downs,-24.3996,132.4525,Aug 1969,May 1980
872-7-AX-0,-24.3996,132.4525,27 Aug 1969,26 May 1981,AiG (Min),Unknown (Unknown),

872-7-MX-0,-24.3996,132.4525,27 Aug 1969,26 May 1981,MiG (Max),Unknown (Unknown),

872-7-DX-0,-24.3996,132.4525,27 Aug 1969,26 May 1981,DB: MiG,Unknown (Unknown),

015569: Willowra,-21.2759,132.6230,May 1970,Mar 1973
872-8-AX-0,-21.244,132.6152,14 May 1970,31 Dec 1973,AiG (Min),Unknown (Unknown),

872-8-MX-0,-21.244,132.6152,14 May 1970,31 Dec 1973,MiG (Max),Unknown (Unknown),

872-8-DX-0,-21.244,132.6152,14 May 1970,31 Dec 1973,DB: MiG,Unknown (Unknown),

015590: Alice Springs Airport,-23.7951,133.8890,Nov 1941,May 2019
873-1-AL-0,-23.7951,133.889,01 Nov 1941,30 Aug 1998,AiG (Min),Dobbie (14050),Large Stevenson
873-1-AS-0,-23.7951,133.889,30 Aug 1998,13 May 2003,AiG (Min),Dobbie (14050),Small Stevenson
873-1-AS-1,-23.7951,133.889,13 May 2003,03 May 2005,AiG (Min),Dobbie (19453),Small Stevenson
873-1-AS-2,-23.7951,133.889,03 May 2005,29 Jul 2010,AiG (Min),Dobbie (24268),Small Stevenson
873-1-AS-3,-23.7951,133.889,29 Jul 2010,03 Apr 2011,AiG (Min),Dobbie (24335),Small Stevenson
873-1-AS-4,-23.7951,133.889,03 Apr 2011,01 May 2011,AiG (Min),WIKA (30392),Small Stevenson
873-1-AS-5,-23.7951,133.889,01 May 2011,27 Jun 2012,AiG (Min),WIKA (30426),Small Stevenson
873-1-AS-6,-23.7951,133.889,27 Jun 2012,19 Jun 2013,AiG (Min),Dobbie (20788),Small Stevenson
873-1-AS-7,-23.7951,133.889,19 Jun 2013,15 Oct 2013,AiG (Min),WIKA (31816),Small Stevenson
873-1-AS-8,-23.7951,133.889,15 Oct 2013,22 Jan 2014,AiG (Min),WIKA (31881),Small Stevenson
873-1-AS-9,-23.7951,133.889,22 Jan 2014,28 Apr 2016,AiG (Min),Dobbie (24335),Small Stevenson

873-1-ML-0,-23.7951,133.889,01 Nov 1941,30 Aug 1998,MiG (Max),Dobbie (4448),Large Stevenson
873-1-MS-0,-23.7951,133.889,30 Aug 1998,13 May 2003,MiG (Max),Dobbie (4448),Small Stevenson
873-1-MS-1,-23.7951,133.889,13 May 2003,Unclear,MiG (Max),Dobbie (M0326),Small Stevenson
873-1-MS-2,-23.7951,133.889,24 Aug 2006,08 May 2007,MiG (Max),Dobbie (44398),Small Stevenson
873-1-MS-3,-23.7951,133.889,19 Jul 2007,28 Apr 2016,MiG (Max),WIKA (27711),Small Stevenson

873-1-PL-0,-23.7951,133.889,21 Mar 1991,30 Aug 1998,Probe,Unknown (0016),Large Stevenson
873-1-PS-0,-23.7951,133.889,30 Aug 1998,11 Nov 2011,Probe,Unknown (0016),Small Stevenson
873-1-PS-1,-23.7951,133.889,11 Nov 2011,Still active*,Probe,Temp Control TCBMP01 (10278),Small Stevenson

873-1-DL-0,-23.7951,133.889,01 Nov 1941,30 Aug 1998,DB: MiG,Dobbie (S1552),Large Stevenson
873-1-DS-0,-23.7951,133.889,30 Aug 1998,13 May 2003,DB: MiG,Dobbie (S1552),Small Stevenson
873-1-DS-1,-23.7951,133.889,13 May 2003,03 May 2005,DB: MiG,Dobbie (16950),Small Stevenson
873-1-DS-2,-23.7951,133.889,03 May 2005,01 Apr 2019,DB: MiG,Dobbie (S1552),Small Stevenson

015594: Arltunga,-23.4564,134.6849,Nov 2000,May 2019
874-0-AX-0,-23.4635,134.6865,24 Nov 2000,23 Mar 2010,AiG (Min),Dobbie (20506),
874-1-AX-0,-23.45637,134.68489,23 Mar 2010,Unclear,AiG (Min),Dobbie (20506),
874-0-AX-0,-23.4635,134.6865,24 Nov 2000,06 May 2003,AiG (Min),Dobbie (20525),
874-0-AX-1,-23.4635,134.6865,06 May 2003,23 Mar 2010,AiG (Min),Dobbie (22143),
874-1-AX-0,-23.45637,134.68489,23 Mar 2010,26 Jul 2012,AiG (Min),Dobbie (22143),

874-0-MX-0,-23.4635,134.6865,24 Nov 2000,23 Mar 2010,MiG (Max),Dobbie (20816),
874-1-MX-0,-23.45637,134.68489,23 Mar 2010,Unclear,MiG (Max),Dobbie (20816),
874-0-MX-0,-23.4635,134.6865,24 Nov 2000,05 May 2003,MiG (Max),Dobbie (20822),
874-0-MX-1,-23.4635,134.6865,06 May 2003,06 May 2003,MiG (Max),Dobbie (19294),
874-0-MX-2,-23.4635,134.6865,06 May 2003,16 Feb 2004,MiG (Max),Dobbie (20822),
874-0-MX-3,-23.4635,134.6865,16 Feb 2004,31 May 2004,MiG (Max),WIKA (23492),
874-0-MX-4,-23.4635,134.6865,31 May 2004,22 Mar 2010,MiG (Max),WIKA (23457),
874-1-MX-0,-23.45637,134.68489,23 Mar 2010,Unclear,MiG (Max),WIKA (23457),
874-1-MX-1,-23.45637,134.68489,26 Mar 2010,25 Nov 2011,MiG (Max),Unknown (30199),
874-1-MX-2,-23.45637,134.68489,25 Nov 2011,26 Jul 2012,MiG (Max),WIKA (31371),
874-1-MX-3,-23.45637,134.68489,22 May 2017,Still active*,MiG (Max),WIKA (31371),

874-0-DX-0,-23.4635,134.6865,24 Nov 2000,23 Mar 2010,DB: MiG,Dobbie (20210),
874-1-DX-0,-23.45637,134.68489,23 Mar 2010,Unclear,DB: MiG,Dobbie (20210),
874-0-DX-0,-23.4635,134.6865,24 Nov 2000,04 May 2007,DB: MiG,Dobbie (20263),
874-0-DX-1,-23.4635,134.6865,05 May 2007,23 Mar 2010,DB: MiG,Dobbie (20263),
874-1-DX-0,-23.45637,134.68489,23 Mar 2010,Unclear,DB: MiG,Dobbie (20263),
874-0-DX-0,-23.4635,134.6865,03 May 2008,14 Mar 2010,DB: MiG,Dobbie (M2870),
874-0-DX-1,-23.4635,134.6865,15 Mar 2010,23 Mar 2010,DB: MiG,Dobbie (M2870),
874-1-DX-0,-23.45637,134.68489,23 Mar 2010,Unclear,DB: MiG,Dobbie (M2870),
874-1-DX-1,-23.45637,134.68489,23 Mar 2010,26 Jul 2012,DB: MiG,Dobbie (19121),

015597: Charlotte Waters,-25.9333,134.9167,Jan 1893,Aug 1938
NO METADATA AVAILABLE

015602: Jervois,-22.9494,136.1442,Dec 1967,May 2019
872-9-AX-0,-22.9528,136.1408,29 Nov 1967,07 Jul 1972,AiG (Min),Dobbie (Unknown),
872-9-AX-1,-22.9528,136.1408,07 Jul 1972,04 Sep 1974,AiG (Min),Dobbie (171),
872-9-AX-2,-22.9528,136.1408,04 Sep 1974,28 Aug 1976,AiG (Min),Dobbie (141),
872-9-AX-3,-22.9528,136.1408,28 Aug 1976,03 May 1979,AiG (Min),Dobbie (2311),
872-9-AX-4,-22.9528,136.1408,03 May 1979,13 Feb 1984,AiG (Min),Dobbie (1815),
872-9-AX-5,-22.9528,136.1408,13 Feb 1984,07 Jun 1988,AiG (Min),Dobbie (Unknown),
872-9-AX-6,-22.9528,136.1408,07 Jun 1988,24 Aug 1988,AiG (Min),Dobbie (Unknown),
872-9-AX-7,-22.9528,136.1408,24 Aug 1988,17 Jul 1992,AiG (Min),Dobbie (Unknown),
872-9-AX-8,-22.9528,136.1408,17 Jul 1992,02 Sep 1992,AiG (Min),Dobbie (Unknown),
872-9-AX-9,-22.9528,136.1408,02 Sep 1992,07 Jul 1993,AiG (Min),Dobbie (Unknown),
872-9-AX-10,-22.9528,136.1408,07 Jul 1993,14 Feb 1996,AiG (Min),Dobbie (Unknown),
872-9-AX-11,-22.9528,136.1408,14 Feb 1996,15 May 1998,AiG (Min),Dobbie (M0218),
872-10-AX-0,-22.9495,136.1444,15 May 1998,06 May 2007,AiG (Min),Dobbie (M0218),
872-11-AX-0,-22.9494,136.1442,06 May 2007,Unclear,AiG (Min),Dobbie (M0218),
872-10-AX-0,-22.9495,136.1444,22 Nov 2000,06 May 2007,AiG (Min),Dobbie (13244),
872-11-AX-0,-22.9494,136.1442,06 May 2007,26 Jul 2012,AiG (Min),Dobbie (13244),

872-9-MX-0,-22.9528,136.1408,29 Nov 1967,24 Dec 1971,MiG (Max),Dobbie (Unknown),
872-9-MX-1,-22.9528,136.1408,24 Dec 1971,11 Jan 1972,MiG (Max),Dobbie (6710),
872-9-MX-2,-22.9528,136.1408,11 Jan 1972,07 Jul 1972,MiG (Max),Dobbie (7926),
872-9-MX-3,-22.9528,136.1408,07 Jul 1972,04 Sep 1974,MiG (Max),Dobbie (126),
872-9-MX-4,-22.9528,136.1408,04 Sep 1974,28 Aug 1976,MiG (Max),Dobbie (1731),
872-9-MX-5,-22.9528,136.1408,28 Aug 1976,22 Jan 1986,MiG (Max),Dobbie (2012),
872-9-MX-6,-22.9528,136.1408,22 Jan 1986,03 Feb 1986,MiG (Max),Dobbie (Unknown),
872-9-MX-7,-22.9528,136.1408,03 Feb 1986,21 Dec 1992,MiG (Max),Dobbie (Unknown),
872-9-MX-8,-22.9528,136.1408,21 Dec 1992,07 Jul 1993,MiG (Max),Dobbie (Unknown),
872-9-MX-9,-22.9528,136.1408,07 Jul 1993,07 Feb 1994,MiG (Max),Dobbie (Unknown),
872-9-MX-10,-22.9528,136.1408,07 Feb 1994,15 May 1998,MiG (Max),Dobbie (M3991),
872-10-MX-0,-22.9495,136.1444,15 May 1998,06 May 2007,MiG (Max),Dobbie (M3991),
872-11-MX-0,-22.9494,136.1442,06 May 2007,19 Jul 2015,MiG (Max),Dobbie (M3991),
872-10-MX-0,-22.9495,136.1444,22 Nov 2000,06 May 2007,MiG (Max),Dobbie (M3123),
872-11-MX-0,-22.9494,136.1442,06 May 2007,26 Jul 2012,MiG (Max),Dobbie (M3123),

872-10-PX-0,-22.9495,136.1444,15 May 1998,17 Aug 2005,Probe,Rosemount (324),
872-10-PX-1,-22.9495,136.1444,17 Aug 2005,06 May 2007,Probe,Rosemount (0281),
872-11-PX-0,-22.9494,136.1442,06 May 2007,Still active*,Probe,Rosemount (0281),

872-9-DX-0,-22.9528,136.1408,29 Nov 1967,07 Jul 1972,DB: MiG,Dobbie (Unknown),
872-9-DX-1,-22.9528,136.1408,07 Jul 1972,24 Aug 1988,DB: MiG,Dobbie (1038),
872-9-DX-2,-22.9528,136.1408,24 Aug 1988,15 May 1998,DB: MiG,Dobbie (15873),
872-10-DX-0,-22.9495,136.1444,15 May 1998,06 May 2007,DB: MiG,Dobbie (15873),
872-11-DX-0,-22.9494,136.1442,06 May 2007,Unclear,DB: MiG,Dobbie (15873),
872-10-DX-0,-22.9495,136.1444,22 Nov 2000,06 May 2007,DB: MiG,Dobbie (12892),
872-11-DX-0,-22.9494,136.1442,06 May 2007,26 Jul 2012,DB: MiG,Dobbie (12892),

015603: Kulgera,-25.8428,133.3027,Sep 1980,May 2019
872-12-AX-0,-25.8425,133.3022,24 Sep 1980,11 Nov 2007,AiG (Min),Dobbie (19016),
872-13-AX-0,-25.8428,133.3027,11 Nov 2007,22 Jun 2014,AiG (Min),Dobbie (19016),
872-14-AX-0,-25.84281,133.3027,22 Jun 2014,Unclear,AiG (Min),Dobbie (19016),
872-12-AX-0,-25.8425,133.3022,23 Nov 2000,22 May 2002,AiG (Min),Dobbie (19291),
872-12-AX-1,-25.8425,133.3022,22 May 2002,11 Nov 2007,AiG (Min),Dobbie (14069),
872-13-AX-0,-25.8428,133.3027,11 Nov 2007,26 Jul 2012,AiG (Min),Dobbie (14069),
872-13-AX-1,-25.8428,133.3027,04 Dec 2012,22 Jun 2014,AiG (Min),WIKA (29089),
872-14-AX-0,-25.84281,133.3027,22 Jun 2014,Still active*,AiG (Min),WIKA (29089),

872-12-MX-0,-25.8425,133.3022,24 Sep 1980,12 May 2006,MiG (Max),Dobbie (17443),
872-12-MX-1,-25.8425,133.3022,23 Nov 2000,10 May 2003,MiG (Max),Dobbie (13752),
872-12-MX-2,-25.8425,133.3022,10 May 2003,10 Feb 2004,MiG (Max),Dobbie (21971),
872-12-MX-3,-25.8425,133.3022,10 Feb 2004,30 May 2004,MiG (Max),WIKA (23854),
872-12-MX-4,-25.8425,133.3022,31 May 2004,12 May 2006,MiG (Max),WIKA (23854),
872-12-MX-5,-25.8425,133.3022,01 Jun 2004,11 Nov 2007,MiG (Max),Dobbie (17443),
872-13-MX-0,-25.8428,133.3027,11 Nov 2007,22 Jun 2014,MiG (Max),Dobbie (17443),
872-14-MX-0,-25.84281,133.3027,22 Jun 2014,Unclear,MiG (Max),Dobbie (17443),
872-12-MX-0,-25.8425,133.3022,13 Oct 2004,13 Oct 2004,MiG (Max),Dobbie (23389),
872-12-MX-1,-25.8425,133.3022,13 Oct 2004,11 Nov 2007,MiG (Max),Dobbie (23402),
872-13-MX-0,-25.8428,133.3027,11 Nov 2007,22 Jun 2014,MiG (Max),Dobbie (23402),
872-14-MX-0,-25.84281,133.3027,22 Jun 2014,Unclear,MiG (Max),Dobbie (23402),
872-12-MX-0,-25.8425,133.3022,14 Oct 2004,12 May 2006,MiG (Max),WIKA (23854),
872-12-MX-1,-25.8425,133.3022,03 Jul 2007,11 Nov 2007,MiG (Max),WIKA (27681),
872-13-MX-0,-25.8428,133.3027,11 Nov 2007,22 May 2009,MiG (Max),Dobbie (23495),
872-13-MX-1,-25.8428,133.3027,16 Jan 2009,12 Jun 2013,MiG (Max),WIKA (27720),
872-13-MX-2,-25.8428,133.3027,22 May 2009,01 Apr 2011,MiG (Max),Dobbie (CBM4521),
872-13-MX-3,-25.8428,133.3027,01 Apr 2011,22 Jun 2014,MiG (Max),WIKA (32173),
872-14-MX-0,-25.84281,133.3027,22 Jun 2014,Unclear,MiG (Max),WIKA (32173),

872-12-DX-0,-25.8425,133.3022,24 Sep 1980,11 Nov 2007,DB: MiG,Dobbie (M1853),
872-13-DX-0,-25.8428,133.3027,11 Nov 2007,22 Jun 2014,DB: MiG,Dobbie (M1853),
872-14-DX-0,-25.84281,133.3027,22 Jun 2014,Unclear,DB: MiG,Dobbie (M1853),
872-12-DX-0,-25.8425,133.3022,23 Nov 2000,11 Nov 2007,DB: MiG,Dobbie (M0850),
872-13-DX-0,-25.8428,133.3027,11 Nov 2007,26 Jul 2012,DB: MiG,Dobbie (M0850),

015612: Papunya,-23.2044,131.9156,Oct 2001,Oct 2014
872-15-AX-0,-23.2044,131.9156,02 Oct 2001,14 Nov 2003,AiG (Min),Dobbie (20449),
872-15-AX-1,-23.2044,131.9156,02 Oct 2001,26 Apr 2008,AiG (Min),Dobbie (20788),
872-15-AX-2,-23.2044,131.9156,15 Nov 2003,01 Jan 2009,AiG (Min),Dobbie (20449),
872-15-AX-3,-23.2044,131.9156,15 Nov 2003,06 May 2006,AiG (Min),Dobbie (20453),
872-15-AX-4,-23.2044,131.9156,06 May 2006,Unclear,AiG (Min),Dobbie (24313),
872-15-AX-5,-23.2044,131.9156,10 Jun 2010,13 Jun 2011,AiG (Min),WIKA (31259),
872-15-AX-6,-23.2044,131.9156,14 Jun 2011,24 Apr 2015,AiG (Min),WIKA (31259),
872-15-AX-7,-23.2044,131.9156,14 Sep 2011,09 Jun 2013,AiG (Min),WIKA (30407),

872-15-MX-0,-23.2044,131.9156,02 Oct 2001,Unclear,MiG (Max),Dobbie (17474),
872-15-MX-1,-23.2044,131.9156,02 Oct 2001,07 May 2003,MiG (Max),Dobbie (19354),
872-15-MX-2,-23.2044,131.9156,07 May 2003,03 May 2005,MiG (Max),Dobbie (17394),
872-15-MX-3,-23.2044,131.9156,04 May 2005,04 May 2005,MiG (Max),Dobbie (23490),
872-15-MX-4,-23.2044,131.9156,04 May 2005,05 May 2005,MiG (Max),Dobbie (17394),
872-15-MX-5,-23.2044,131.9156,29 Apr 2007,15 May 2009,MiG (Max),WIKA (26006),
872-15-MX-6,-23.2044,131.9156,15 May 2009,15 Jan 2010,MiG (Max),Unknown (M6438),
872-15-MX-7,-23.2044,131.9156,07 Jan 2010,Unclear,MiG (Max),Dobbie (27687),
872-15-MX-8,-23.2044,131.9156,02 Feb 2011,09 Mar 2011,MiG (Max),Dobbie (23490),
872-15-MX-9,-23.2044,131.9156,09 Mar 2011,03 May 2016,MiG (Max),Unknown (31339),
872-15-MX-10,-23.2044,131.9156,14 Sep 2011,09 Jun 2013,MiG (Max),Dobbie (M6438),

872-15-DX-0,-23.2044,131.9156,02 Oct 2001,26 Jul 2012,DB: MiG,Dobbie (20308),
872-15-DX-1,-23.2044,131.9156,02 Oct 2001,29 May 2017,DB: MiG,Dobbie (20370),

015633: Palm Valley,-24.0637,132.7448,May 1981,Dec 1988
872-16-AX-0,-24.0636,132.7444,13 May 1981,25 May 1990,AiG (Min),Unknown (Unknown),

872-16-MX-0,-24.0636,132.7444,13 May 1981,25 May 1990,MiG (Max),Unknown (Unknown),

872-16-DX-0,-24.0636,132.7444,13 May 1981,25 May 1990,DB: MiG,Unknown (Unknown),

015634: Alice Springs Connellans,-23.6833,133.8500,Dec 1940,Oct 1941
NO METADATA AVAILABLE

015635: Yulara Airport,-25.1896,130.9737,Jun 1983,May 2019
872-17-PX-0,-25.1897,130.9736,01 Jun 1991,02 May 2007,Probe,Rosemount (NONE),
872-18-PX-0,-25.1896,130.9737,02 May 2007,24 Aug 2012,Probe,Rosemount (NONE),
872-18-PX-1,-25.1896,130.9737,24 Aug 2012,Still active*,Probe,Temp Control TCBMP01 (10197),

872-17-DX-0,-25.1897,130.9736,11 Feb 1999,02 May 2007,DB: MiG,Dobbie (CBM5913),
872-18-DX-0,-25.1896,130.9737,02 May 2007,08 Apr 2014,DB: MiG,Dobbie (CBM5913),

015643: Territory Grape Farm,-22.4518,133.6377,Jun 1987,May 2019
872-19-AX-0,-22.4518,133.6377,25 Jul 1987,25 Jul 1990,AiG (Min),Dobbie (2012),
872-19-AX-1,-22.4518,133.6377,10 Jul 1993,07 Sep 1998,AiG (Min),Dobbie (Unknown),
872-19-AX-2,-22.4518,133.6377,13 Aug 2001,19 Sep 2011,AiG (Min),Dobbie (13267),
872-19-AX-3,-22.4518,133.6377,13 Aug 2001,19 Sep 2011,AiG (Min),Dobbie (17004),

872-19-MX-0,-22.4518,133.6377,25 Jul 1987,25 Jul 1990,MiG (Max),Dobbie (1463),
872-19-MX-1,-22.4518,133.6377,10 Jul 1993,07 Sep 1998,MiG (Max),Dobbie (Unknown),
872-19-MX-2,-22.4518,133.6377,13 Aug 2001,19 Sep 2011,MiG (Max),Dobbie (17104),

872-19-PX-0,-22.4518,133.6377,09 Sep 1997,Still active*,Probe,Rosemount (0333),

872-19-DX-0,-22.4518,133.6377,25 Jul 1987,25 Jul 1990,DB: MiG,Dobbie (Unknown),
872-19-DX-1,-22.4518,133.6377,10 Jul 1993,19 Sep 2011,DB: MiG,Dobbie (CBM5484),

015652: Watarrka,-24.2918,131.5490,May 1990,May 2019
872-20-AX-0,-24.2914,131.5488,25 May 1990,30 Jun 1993,AiG (Min),Dobbie (Unknown),
872-20-AX-1,-24.2914,131.5488,30 Jun 1993,04 Oct 1993,AiG (Min),Dobbie (Unknown),
872-20-AX-2,-24.2914,131.5488,04 Oct 1993,01 Mar 1995,AiG (Min),Dobbie (Unknown),
872-20-AX-3,-24.2914,131.5488,01 Mar 1995,01 May 1997,AiG (Min),Dobbie (Unknown),
872-20-AX-4,-24.2914,131.5488,01 May 1997,23 Jun 2014,AiG (Min),Dobbie (12736),
872-21-AX-0,-24.2918,131.54897,23 Jun 2014,Unclear,AiG (Min),Dobbie (12736),
872-20-AX-0,-24.2914,131.5488,28 Apr 2001,26 May 2004,AiG (Min),Dobbie (17050),
